"store_id","store_name","channel","source_url","classification","recovery_status","reason"
"068b2ae8fe32874a","1인피자 피자먹다 여수여서점","mukkebi","https://bit.ly/4tDTb7W","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"068b2ae8fe32874a","1인피자 피자먹다 여수여서점","ddangyo","https://bit.ly/tk-1인피자피자먹다여수여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"068b2ae8fe32874a","1인피자 피자먹다 여수여서점","yogiyo","https://bit.ly/yo-1인피자피자먹다여수여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"068b2ae8fe32874a","1인피자 피자먹다 여수여서점","coupang_eats","https://bit.ly/cu-1인피자피자먹다여수여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"068b2ae8fe32874a","1인피자 피자먹다 여수여서점","baemin","https://bit.ly/bm-1인피자피자먹다여수여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"fb798d3119a28415","60계치킨 여수미평점","direct_order","https://bit.ly/4bO4mWJ","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"fb798d3119a28415","60계치킨 여수미평점","mukkebi","https://bit.ly/4cgOrQK","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"fb798d3119a28415","60계치킨 여수미평점","ddangyo","https://bit.ly/4afNHZv","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"fb798d3119a28415","60계치킨 여수미평점","phone_order","https://bit.ly/4qHX1vH","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"fb798d3119a28415","60계치킨 여수미평점","yogiyo","https://bit.ly/4bDSJkY","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"fb798d3119a28415","60계치킨 여수미평점","coupang_eats","https://bit.ly/4rcVdMg","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"fb798d3119a28415","60계치킨 여수미평점","baemin","https://bit.ly/3MdICck","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","naver_map","https://bit.ly/4rAl8NH","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","direct_order","https://bit.ly/4asOAiB","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","ddangyo","https://bit.ly/4rsOBsH","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","phone_order","https://bit.ly/4a9DDBh","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","yogiyo","https://bit.ly/4kcYAQl","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","coupang_eats","https://bit.ly/4kc31uO","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f0f1211ec16d7730","88시장버거 여수신월점","baemin","https://bit.ly/4buMfVx","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"361f855efc21c1c2","가마치통닭 여서점","ddangyo","https://bit.ly/tk-가마치통닭여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"361f855efc21c1c2","가마치통닭 여서점","yogiyo","https://bit.ly/yo-가마치통닭여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"361f855efc21c1c2","가마치통닭 여서점","coupang_eats","https://bit.ly/cu-가마치통닭여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"361f855efc21c1c2","가마치통닭 여서점","baemin","https://bit.ly/bm-가마치통닭여서점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"0f82d1d73f86371d","가마치통닭 여수전남대점","direct_order","https://bit.ly/4bioHDh","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0f82d1d73f86371d","가마치통닭 여수전남대점","mukkebi","https://bit.ly/45uhjAU","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0f82d1d73f86371d","가마치통닭 여수전남대점","ddangyo","https://bit.ly/4rdGL5V","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0f82d1d73f86371d","가마치통닭 여수전남대점","phone_order","https://bit.ly/49GAvhp","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0f82d1d73f86371d","가마치통닭 여수전남대점","yogiyo","https://bit.ly/3NGkQ98","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0f82d1d73f86371d","가마치통닭 여수전남대점","coupang_eats","https://bit.ly/49XNHgK","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0f82d1d73f86371d","가마치통닭 여수전남대점","baemin","https://bit.ly/49GK5kr","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"7432d966de3f75ab","감탄떡볶이 문수점","ddangyo","https://bit.ly/tk-감탄떡볶이문수점","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"7432d966de3f75ab","감탄떡볶이 문수점","yogiyo","https://bit.ly/yo-감탄떡볶이문수점","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"e57c51a4f6294349","계근상 여수본점(문수동)","ddangyo","https://bit.ly/tk-계근상여수본점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"e57c51a4f6294349","계근상 여수본점(문수동)","yogiyo","https://ws.yogiyo.co.kr/2bml3e","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"e57c51a4f6294349","계근상 여수본점(문수동)","coupang_eats","https://bit.ly/cu-계근상여수본점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"e57c51a4f6294349","계근상 여수본점(문수동)","baemin","https://bit.ly/bm-계근상여수본점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"6d48c7e2bca79c18","계동치킨 여문점(먹깨비,땡겨요로 주문시 음료스 서비스)","ddangyo","https://bit.ly/tk-계동치킨","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"6d48c7e2bca79c18","계동치킨 여문점(먹깨비,땡겨요로 주문시 음료스 서비스)","phone_order","https://bit.ly/tel0616538886","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"6d48c7e2bca79c18","계동치킨 여문점(먹깨비,땡겨요로 주문시 음료스 서비스)","yogiyo","https://bit.ly/yo-계동치킨","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"f7385d8006310630","국민학교","ddangyo","https://bit.ly/tk-국민학교","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f7385d8006310630","국민학교","yogiyo","https://ws.yogiyo.co.kr/yh3wbs","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f7385d8006310630","국민학교","coupang_eats","https://bit.ly/cu-국민학교","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f7385d8006310630","국민학교","baemin","https://bit.ly/bm-국민학교","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f6d0e57091aa21ab","굽네치킨&피자 문수점","ddangyo","https://bit.ly/tk-굽네치킨피자여수문수점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"f6d0e57091aa21ab","굽네치킨&피자 문수점","yogiyo","https://bit.ly/yo-굽네치킨피자여수문수점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"f6d0e57091aa21ab","굽네치킨&피자 문수점","coupang_eats","https://bit.ly/cu-굽네치킨피자여수문수점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"f6d0e57091aa21ab","굽네치킨&피자 문수점","baemin","https://bit.ly/bm-굽네치킨피자여수문수점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"0836fdf722805702","굽네치킨&피자 여수미평점","naver_map","https://bit.ly/4qQcivc","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","direct_order","https://bit.ly/3LQX9dP","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","mukkebi","https://bit.ly/3ZAu0GW","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","ddangyo","https://bit.ly/4t5xij3","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","phone_order","https://bit.ly/4k8pl8K","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","yogiyo","https://bit.ly/49Mak93","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","coupang_eats","https://bit.ly/4kccUZE","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0836fdf722805702","굽네치킨&피자 여수미평점","baemin","https://bit.ly/4a4lC7C","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"895a9425dc41ddf7","금성칡냉면 미평점","ddangyo","https://bit.ly/tk-금성칡냉면미평점","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"895a9425dc41ddf7","금성칡냉면 미평점","yogiyo","https://bit.ly/yo-금성칡냉면미평점","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"450eb70e506c2de9","금쪽갈비 여수점","ddangyo","https://bit.ly/tk-금쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"450eb70e506c2de9","금쪽갈비 여수점","yogiyo","https://ws.yogiyo.co.kr/cu7ieh","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"450eb70e506c2de9","금쪽갈비 여수점","coupang_eats","https://bit.ly/cu-금쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"450eb70e506c2de9","금쪽갈비 여수점","baemin","https://bit.ly/bm-금쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f499191f0f57acc7","기영이 숯불두마리치킨 여수여서점","ddangyo","https://bit.ly/tk-기영이숯불두마리치킨여수여서점","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f499191f0f57acc7","기영이 숯불두마리치킨 여수여서점","phone_order","https://bit.ly/tel0618100666","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f499191f0f57acc7","기영이 숯불두마리치킨 여수여서점","yogiyo","https://bit.ly/yo-기영이숯불두마리치킨여수여서점","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"888abbb8bf28aa2f","김종구식 맛치킨 전기바베큐 옛날통닭 여서점","yogiyo","https://ws.yogiyo.co.kr/d2x99a","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"888abbb8bf28aa2f","김종구식 맛치킨 전기바베큐 옛날통닭 여서점","coupang_eats","https://bit.ly/cu-김종구식맛치킨전기바베큐옛날통닭여수여서점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"888abbb8bf28aa2f","김종구식 맛치킨 전기바베큐 옛날통닭 여서점","baemin","https://bit.ly/bm-김종구식맛치킨전기바베큐옛날통닭여수여서점","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"cb6098165692c227","김치찜은 못참지 미평점","direct_order","https://bit.ly/41oYk8s","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"cb6098165692c227","김치찜은 못참지 미평점","mukkebi","https://bit.ly/4taozvK","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"cb6098165692c227","김치찜은 못참지 미평점","ddangyo","https://bit.ly/4ceFYvN","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"cb6098165692c227","김치찜은 못참지 미평점","phone_order","https://bit.ly/423Akrz","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"cb6098165692c227","김치찜은 못참지 미평점","yogiyo","https://bit.ly/4sssKlo","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"cb6098165692c227","김치찜은 못참지 미평점","coupang_eats","https://bit.ly/48sBb8X","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"cb6098165692c227","김치찜은 못참지 미평점","baemin","https://bit.ly/4cya6Ue","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"ec69425551829f69","까치식당 문수점","ddangyo","https://bit.ly/tk-까치식당","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"ec69425551829f69","까치식당 문수점","coupang_eats","https://bit.ly/cu-까치식당","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"ec69425551829f69","까치식당 문수점","baemin","https://bit.ly/bm-까치식당","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"088abdb69cb8a6a2","나도국밥 오림점","direct_order","https://bit.ly/3PH9IKF","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"088abdb69cb8a6a2","나도국밥 오림점","mukkebi","https://bit.ly/4u7dE5j","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"088abdb69cb8a6a2","나도국밥 오림점","phone_order","https://bit.ly/4x1ahQk","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"088abdb69cb8a6a2","나도국밥 오림점","yogiyo","https://bit.ly/4aglLp7","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"088abdb69cb8a6a2","나도국밥 오림점","baemin","https://bit.ly/4uDst0L","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","naver_map","https://bit.ly/4qdrQrG","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","direct_order","https://bit.ly/4r611XF","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","mukkebi","https://bit.ly/3NSEezY","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","ddangyo","https://bit.ly/4qq4uPS","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","phone_order","https://bit.ly/4tgDt3J","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","yogiyo","https://bit.ly/3NVR0O2","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","coupang_eats","https://bit.ly/4asnVCx","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"10b54f62f36e9854","내조국 국밥 여수관문점","baemin","https://bit.ly/4a9VIz3","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"446987616ddf6443","내조국 국밥 터미널점","direct_order","https://bit.ly/4n7mtdT","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"446987616ddf6443","내조국 국밥 터미널점","mukkebi","https://bit.ly/3Oq6vyx","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"446987616ddf6443","내조국 국밥 터미널점","phone_order","https://bit.ly/41W1O2v","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"446987616ddf6443","내조국 국밥 터미널점","baemin","https://bit.ly/4sR0EQE","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"884d23981fd2429a","네네치킨 둔덕미평점","ddangyo","https://bit.ly/tk-네네치킨둔덕미평점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"884d23981fd2429a","네네치킨 둔덕미평점","phone_order","/p/37dda158dd2a8028b051e7239ab34143?pvs=25","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"884d23981fd2429a","네네치킨 둔덕미평점","yogiyo","https://ws.yogiyo.co.kr/qxv263","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"884d23981fd2429a","네네치킨 둔덕미평점","coupang_eats","https://bit.ly/cu-네네치킨둔덕미평점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"884d23981fd2429a","네네치킨 둔덕미평점","baemin","https://bit.ly/bm-네네치킨둔덕미평점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"a93abf2f62c2dd79","노랑통닭 여수봉산점","direct_order","https://bit.ly/4rct8E2","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"a93abf2f62c2dd79","노랑통닭 여수봉산점","ddangyo","https://bit.ly/4r9LRjF","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"a93abf2f62c2dd79","노랑통닭 여수봉산점","phone_order","https://bit.ly/45yJfUl","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"a93abf2f62c2dd79","노랑통닭 여수봉산점","yogiyo","https://bit.ly/3ZxYTvz","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"a93abf2f62c2dd79","노랑통닭 여수봉산점","coupang_eats","https://bit.ly/3LDmuIa","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"a93abf2f62c2dd79","노랑통닭 여수봉산점","baemin","https://bit.ly/49YKuNY","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"83efed7d2768d111","늘 커피","ddangyo","https://bit.ly/tk-neul","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"83efed7d2768d111","늘 커피","phone_order","https://bit.ly/tel050713725908","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"83efed7d2768d111","늘 커피","yogiyo","https://bit.ly/yo-neul","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"0d3062d5a5b94697","다기야치킨 여문점","ddangyo","https://bit.ly/tk-다기야치킨여문점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"0d3062d5a5b94697","다기야치킨 여문점","coupang_eats","https://bit.ly/cu-다기야치킨여문점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"0d3062d5a5b94697","다기야치킨 여문점","baemin","https://bit.ly/bm-다기야치킨여문점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"9e0a2da7ddfa3d93","다정아구 미평","ddangyo","https://bit.ly/tk-다정아구","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"9e0a2da7ddfa3d93","다정아구 미평","baemin","https://bit.ly/bm-다정아구","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"8a219b158c321627","닭가대표 숯불직화구이치킨 여수대표점","ddangyo","https://bit.ly/tk-닭가대표숯불직화구이치킨여수대표점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"8a219b158c321627","닭가대표 숯불직화구이치킨 여수대표점","yogiyo","https://bit.ly/yo-닭가대표숯불직화구이치킨여수대표점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"8a219b158c321627","닭가대표 숯불직화구이치킨 여수대표점","coupang_eats","https://bit.ly/cu-닭가대표숯불직화구이치킨여수대표점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"8a219b158c321627","닭가대표 숯불직화구이치킨 여수대표점","baemin","https://bit.ly/bm-닭가대표숯불직화구이치킨여수대표점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"eb850ecfb17945a7","당빙땡 여수점","naver_map","https://bit.ly/3Z5VRP8","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","direct_order","https://bit.ly/4qXgpFU","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","mukkebi","https://bit.ly/4qf7f6r","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","ddangyo","https://bit.ly/4t9aNtt","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","phone_order","https://bit.ly/4a7CaeX","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","yogiyo","https://bit.ly/3M4oLfA","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","coupang_eats","https://bit.ly/4tbdH0G","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"eb850ecfb17945a7","당빙땡 여수점","baemin","https://bit.ly/4c22p90","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"f31d8c5f04fb7b79","대박난쪽갈비 여수점","ddangyo","https://bit.ly/tk-대박난쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f31d8c5f04fb7b79","대박난쪽갈비 여수점","yogiyo","https://bit.ly/yo-대박난쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f31d8c5f04fb7b79","대박난쪽갈비 여수점","coupang_eats","https://bit.ly/cu-대박난쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"f31d8c5f04fb7b79","대박난쪽갈비 여수점","baemin","https://bit.ly/bm-대박난쪽갈비여수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"5fd5f9ecd8251999","대박삼겹김치찜","ddangyo","https://bit.ly/tk-daebak","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"5fd5f9ecd8251999","대박삼겹김치찜","phone_order","https://bit.ly/tel010-8412-7720","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"5fd5f9ecd8251999","대박삼겹김치찜","yogiyo","https://bit.ly/yo-daebak","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"406b4a0b39f729fc","대정식당 미평점","ddangyo","https://bit.ly/tk-대정식당","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"406b4a0b39f729fc","대정식당 미평점","yogiyo","https://ws.yogiyo.co.kr/ih4u4e","exact-safe","pending","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"406b4a0b39f729fc","대정식당 미평점","baemin","https://bit.ly/bm-대정식당","wrong-branch","pending","URL에 현재 가게와 다른 상호·지점 흔적"
"dabbebff4fca3c56","대패가1900 문수점","yogiyo","https://bit.ly/yo-대패가1900문수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"dabbebff4fca3c56","대패가1900 문수점","coupang_eats","https://bit.ly/cu-대패가1900문수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"dabbebff4fca3c56","대패가1900 문수점","baemin","https://bit.ly/bm-대패가1900문수점","exact-safe","batch-01-restored","고유 Notion 페이지와 링크 상호·지점 또는 공식 목적지 일치"
"452526604d3b10c4","더벤티 미평점","naver_map","https://bit.ly/4kaXgxv","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"452526604d3b10c4","더벤티 미평점","direct_order","https://bit.ly/3Zbk1aT","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"452526604d3b10c4","더벤티 미평점","ddangyo","https://bit.ly/4t9widN","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"452526604d3b10c4","더벤티 미평점","phone_order","https://bit.ly/45HPVPZ","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"452526604d3b10c4","더벤티 미평점","yogiyo","https://bit.ly/49PG7Ga","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"452526604d3b10c4","더벤티 미평점","coupang_eats","https://bit.ly/4keLUsn","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
"452526604d3b10c4","더벤티 미평점","baemin","https://bit.ly/4c2QR5m","needs-review","pending","링크 목적지와 지점명 추가 확인 필요"
