store_id,store_name,phone,source_type,source_notion_page_id,final_destination_store,branch_match,decision
"c26995210f249627","응큼떡볶이 여수점","01023234267","notion-exact-phone-page","305da158dd2a800085e7c05af108273a","응큼떡뽁이여수점 전화","true","restore"
"75b59b6f39651fc8","자담치킨 여수미평점","0616919234","notion-exact-phone-page","2fada158dd2a8072b934e77d5c7d1b7c","자담치킨 여수미평점 전화","true","restore"
"b929bcd743be8b12","장충동왕족발 여수점","0616510158","notion-exact-phone-page","34bda158dd2a80478030ef03471d6fb9","장충동왕족발 여수점 전화","true","restore"
"76235bf473121cbe","족발자리","0616515252","notion-exact-phone-page","31ada158dd2a80628badf06f4d4cd374","족발자리 전화","true","restore"
"eb1005c7067bc9d4","족팔계왕족발","0616520505","notion-exact-phone-page","302da158dd2a801c964ce6806ed5bd9c","족팔계왕족발 전화","true","restore"
"7a01cce02afa8141","주가네김치찌개&찜 여수여서점","050713785275","notion-exact-phone-page","301da158dd2a8064a26ff8ba03260552","주가네김치찌개&찜 여수여서점 전화","true","restore"
"295dc97b6abaf2e2","중국관","0616525300","notion-exact-phone-page","2fcda158dd2a80a1978cde367b4a9031","중국관 전화","true","restore"
"340a17ea324662dc","천화마라탕","0616551678","notion-exact-phone-page","2fdda158dd2a80aeaae0eaff2a3b2309","천화마라탕 전화","true","restore"
"3d512878922a19db","초이커피","050713767567","notion-exact-phone-page","2fdda158dd2a8001be94cf888db96669","초이커피 전화","true","restore"
"884076b36adf9697","촌닭두마리치킨 오림점","0616550934","notion-exact-phone-page","324da158dd2a8007b904c5f96af10c31","촌닭두마리치킨 오림점 전화","true","restore"
"478795eb80081c91","커피어클락","0616550787","notion-exact-phone-page","304da158dd2a804aa397c02570b9ec3b","커피어클락 전화","true","restore"
"2cddfb9ee60f0d7b","컴포즈커피 여수문수광장점","0618100711","notion-exact-phone-page","31fda158dd2a8062a30fe9ce96d43d8f","컴포즈커피 여수문수광장점 전화","true","restore"
"68360b2d1b0e6457","컴포즈커피 여수여서점","050714408823","notion-exact-phone-page","2fada158dd2a804580aac084f6a47f65","컴포즈커피 여수여서점 전화","true","restore"
"5b408dab11c7b1dd","케이키팩토리","050713557190","notion-exact-phone-page","318da158dd2a80a7b47fc6cd5c661e9f","케이키팩토리 전화","true","restore"
"0a231139875a51cc","푸줏간 고기도시락 여수문수점","0616549992","notion-exact-phone-page","2fada158dd2a809d8a4ed1da47701c58","푸줏간 고기도시락 여수문수점 전화","true","restore"
"abb76aa470e26f7a","피자스쿨 여문점","0616540303","notion-exact-phone-page","2ecda158dd2a806d9942ea21e0f589fb","피자스쿨 여문점 전화","true","restore"
"4597954f924a4979","황금마차","0616512226","notion-exact-phone-page","303da158dd2a80b48225ce54bf815159","황금마차 전화","true","restore"
"6390834d3238c3eb","황금아구 미평점","0616523999","notion-exact-phone-page","318da158dd2a8031a909cae4069cee58","황금아구 전화","true","restore"
"39f3c8acab504b00","60계치킨 여수여서문수점","0616549685","notion-exact-phone-page","2edda158dd2a809fb784e4b5feace2b4","60계치킨 여서문수점 전화 주문","true","restore"
